event_id,cluster,area_px,compactness,edge_density,mask_frac,scene_id,t0,t1
EV_0000059,9,59,0.007919587930801048,0.24642857142857144,0.25952380952380955,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000060,7,49,0.009898366848615475,0.2031386224934612,0.27114210985178727,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000061,0,46,0.008706903740937182,0.20055555555555554,0.19055555555555556,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000062,9,59,0.007437652662418434,0.23709585933068633,0.2614861032331254,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000063,9,59,0.006115895377842526,0.24778270509977826,0.2771618625277162,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000064,9,59,0.00549932458357323,0.24336043360433604,0.2780487804878049,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000065,-1,63,0.006975088039720486,0.2073677956030897,0.24301841948900774,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000066,-1,45,0.005353519170463952,0.2176360225140713,0.28330206378986866,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000067,-1,44,0.007050458248343757,0.21367521367521367,0.23809523809523808,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000068,10,42,0.003420108295768511,0.22951844903064414,0.3333333333333333,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000069,9,59,0.011460431742241463,0.2505952380952381,0.21785714285714286,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000070,1,51,0.006474211910435818,0.21192411924119242,0.23848238482384823,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000071,9,40,0.012496748355065191,0.23732856290995827,0.16994633273703041,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000072,10,43,0.004277537606679245,0.2471395881006865,0.2831807780320366,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000073,0,181,0.14217016139952876,0.16984126984126985,0.13756613756613756,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000074,4,40,0.006442677530060415,0.22494172494172493,0.22727272727272727,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000075,9,68,0.013126665060226068,0.21575984990619138,0.23389618511569732,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000076,10,38,0.010909762137731299,0.16110397946084723,0.16302952503209242,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000077,0,281,0.05782924036465322,0.17162698412698413,0.15806878306878308,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000078,10,38,0.013117205376417907,0.16513157894736843,0.15328947368421053,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000079,-1,31,0.006585629010162778,0.21031746031746032,0.18594104308390022,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000080,0,37,0.011033823530492372,0.16486486486486487,0.1885135135135135,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000081,0,39,0.8631449179493226,0.12383720930232558,0.02441860465116279,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000082,0,33,1.9959143341517023,0.046511627906976744,0.01871809415768576,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000083,0,68,0.23844481197507422,0.14634146341463414,0.0525328330206379,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000084,0,67,0.21329088269908936,0.1813186813186813,0.05311355311355311,L15-0358E-1220N_1433_3310_13,2018_05,2018_06
EV_0000085,0,118,0.09889539824848381,0.19017094017094016,0.16381766381766383,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000086,0,44,0.06454314280417807,0.2304421768707483,0.10034013605442177,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000087,0,156,0.0916613863274371,0.21945945945945947,0.18486486486486486,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000088,0,46,0.027179846524863598,0.23602892833662065,0.12754766600920447,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000089,0,156,0.14119987153098904,0.22820037105751392,0.1345083487940631,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000090,0,46,0.0256304938592968,0.21380384016606124,0.10586403736377789,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000091,2,743,0.04186557563379392,0.21637068789548888,0.2657685241886099,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000092,0,78,0.051544118357234804,0.16987179487179488,0.15,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000093,6,274,0.02430962920387676,0.21625492302184032,0.2903687790905836,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000094,0,164,0.11784487126932522,0.1961451247165533,0.1536281179138322,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000095,0,108,0.04782917512824771,0.19777562862669246,0.13733075435203096,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000096,0,108,0.02712259301809376,0.2041553748870822,0.16260162601626016,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000097,6,263,0.029046755546641514,0.20950819672131146,0.2498360655737705,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000098,0,108,0.04957941547328991,0.191875,0.174375,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000099,0,49,0.03616453548912376,0.18524970963995355,0.11207897793263646,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000100,0,100,0.040710268964074335,0.20180528691166988,0.1708575112830432,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000101,0,145,0.14516646120956286,0.18095238095238095,0.13273809523809524,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000102,0,38,0.2273649711755224,0.18376068376068377,0.03663003663003663,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000103,0,36,0.10287402517797727,0.19702380952380952,0.060714285714285714,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000104,0,32,0.019215212989345216,0.15348007138607972,0.12135633551457466,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000105,0,68,0.04529264528854899,0.14990723562152133,0.0764378478664193,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000106,0,36,0.34700771747548176,0.15682766845557544,0.04054859868813357,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000107,0,36,0.34700771747548176,0.15798226164079823,0.037694013303769404,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000108,0,63,0.4350836499092633,0.20957542908762422,0.02981029810298103,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000109,0,140,0.04318639882209047,0.11608260325406758,0.09261576971214018,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000110,0,69,0.07471406895351053,0.1935626102292769,0.07142857142857142,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000111,0,140,0.04041989094662471,0.13623827909542197,0.08521787093215664,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000112,0,74,0.05356136412117484,0.19830866807610995,0.0824524312896406,L15-0358E-1220N_1433_3310_13,2018_06,2018_07
EV_0000113,0,31,0.05927066108344903,0.13614163614163613,0.07142857142857142,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000114,0,34,0.2584766016409343,0.2582864290181363,0.04065040650406504,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000115,0,56,0.06324324707600056,0.22906976744186047,0.08313953488372093,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000116,0,56,0.04170450453851003,0.22926829268292684,0.0959349593495935,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000117,0,32,0.0989045216483727,0.24875,0.064375,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000118,0,56,0.04042757191286642,0.20957446808510638,0.10106382978723404,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000119,0,82,0.07150887481159499,0.24294003868471953,0.07272727272727272,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000120,0,52,0.057106382056023454,0.19434137291280149,0.07560296846011132,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000121,0,39,0.13304728529005236,0.19235033259423504,0.05321507760532151,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000122,0,58,0.5811425214485345,0.13676633444075303,0.03211517165005537,L15-0358E-1220N_1433_3310_13,2018_07,2018_08
EV_0000123,0,85,0.04940651078409058,0.16161616161616163,0.12070707070707071,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000124,0,85,0.04874127000493085,0.16580578512396693,0.1265495867768595,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000125,0,85,0.03720034245094363,0.12839506172839507,0.14074074074074075,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000126,0,85,0.06494771637012794,0.11515151515151516,0.1,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000127,0,39,0.12650230873848814,0.2205128205128205,0.05527065527065527,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000128,0,39,0.12650230873848814,0.19875454073689672,0.05033731188375713,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000129,0,32,0.1943650036766405,0.20833333333333334,0.03511904761904762,L15-0358E-1220N_1433_3310_13,2018_08,2018_09
EV_0000130,0,62,0.655139832648801,0.2179144385026738,0.027629233511586453,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000131,0,49,0.8424343025599812,0.19813953488372094,0.022790697674418603,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000132,0,49,0.19441328517471854,0.20095238095238097,0.040952380952380955,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000133,0,124,0.05202146792179415,0.1786431152147732,0.11401043757527098,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000134,0,83,0.051825534856767864,0.19059656218402427,0.12082912032355915,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000135,0,49,0.12690485256719355,0.1653409090909091,0.061931818181818185,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000136,0,76,0.0369067616083697,0.15252525252525254,0.13131313131313133,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000137,0,90,0.2691047748434681,0.19527186761229315,0.0524822695035461,L15-0358E-1220N_1433_3310_13,2018_09,2018_10
EV_0000138,0,36,0.26114436456687296,0.20573870573870573,0.038461538461538464,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000139,0,63,0.6084605354527541,0.20410839160839161,0.027534965034965036,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000140,0,86,0.08981633545180152,0.15503875968992248,0.09302325581395349,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000141,0,72,0.06763937857102426,0.23055555555555557,0.09537037037037037,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000142,0,72,0.06211301330406628,0.20019342359767892,0.09477756286266925,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000143,0,62,0.15606048679907703,0.2050865800865801,0.07954545454545454,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000144,0,38,0.8999054763165524,0.2056818181818182,0.026704545454545453,L15-0358E-1220N_1433_3310_13,2018_10,2018_11
EV_0000145,0,52,1.320810504859145,0.22565217391304349,0.022608695652173914,L15-0358E-1220N_1433_3310_13,2018_11,2018_12
EV_0000146,0,34,1.9431154493544496,0.2361689470553242,0.020226055919095775,L15-0358E-1220N_1433_3310_13,2018_11,2018_12
EV_0000147,0,44,0.7430737685710391,0.21138211382113822,0.022357723577235773,L15-0358E-1220N_1433_3310_13,2019_01,2019_02
EV_0000148,0,40,0.2679286256141938,0.24754521963824289,0.03669250645994832,L15-0358E-1220N_1433_3310_13,2019_01,2019_02
EV_0000149,0,40,0.2679286256141938,0.2475609756097561,0.043292682926829265,L15-0358E-1220N_1433_3310_13,2019_01,2019_02
EV_0000150,0,39,0.12749439485757372,0.11994949494949494,0.050505050505050504,L15-0358E-1220N_1433_3310_13,2019_01,2019_02
EV_0000151,0,46,0.826275042655247,0.22093023255813954,0.022286821705426358,L15-0358E-1220N_1433_3310_13,2019_02,2019_03
EV_0000152,0,41,0.5152686507770616,0.26480836236933797,0.027874564459930314,L15-0358E-1220N_1433_3310_13,2019_02,2019_03
EV_0000153,0,38,0.2724663196033617,0.2318181818181818,0.035227272727272725,L15-0358E-1220N_1433_3310_13,2019_02,2019_03
EV_0000154,0,59,0.09138843763624602,0.2607843137254902,0.061764705882352944,L15-0358E-1220N_1433_3310_13,2019_02,2019_03
EV_0000155,0,33,0.8870730397727036,0.25182926829268293,0.020121951219512196,L15-0358E-1220N_1433_3310_13,2019_03,2019_04
EV_0000156,0,91,0.42512817815057335,0.23531730390224675,0.03586913677571935,L15-0358E-1220N_1433_3310_13,2019_03,2019_04
EV_0000157,0,33,0.8228125039073136,0.21001221001221002,0.02564102564102564,L15-0358E-1220N_1433_3310_13,2019_04,2019_05
EV_0000158,0,45,0.34561353994928246,0.1902439024390244,0.026341463414634145,L15-0358E-1220N_1433_3310_13,2019_04,2019_05
EV_0000159,0,69,0.20741005781035102,0.214703425229741,0.04302422723475355,L15-0358E-1220N_1433_3310_13,2019_04,2019_05
EV_0000160,0,58,0.19945681309476873,0.2098997493734336,0.05764411027568922,L15-0358E-1220N_1433_3310_13,2019_04,2019_05
EV_0000161,0,82,0.6809822483281593,0.23543888433141918,0.033634126333059886,L15-0358E-1220N_1433_3310_13,2019_05,2019_06
EV_0000162,0,40,0.6048225276837851,0.23430232558139535,0.023255813953488372,L15-0358E-1220N_1433_3310_13,2019_05,2019_06
EV_0000163,0,45,0.12686585730113487,0.2516629711751663,0.05155210643015521,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000164,0,38,0.06576270616727897,0.1847560975609756,0.07256097560975609,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000165,0,42,0.09322472187817504,0.25170454545454546,0.053409090909090906,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000166,0,52,0.07743242711866878,0.21282798833819241,0.06851311953352769,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000167,0,52,0.14363244439413334,0.2087912087912088,0.06715506715506715,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000168,0,47,0.4976633242730028,0.2200193423597679,0.031431334622823985,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000169,0,39,0.09600040708357345,0.2580828133862734,0.057855927396483264,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000170,0,39,0.09600040708357345,0.24146341463414633,0.06219512195121951,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000171,0,31,0.3204926710034934,0.21611721611721613,0.03296703296703297,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000172,0,47,0.2339714180502981,0.22314478463933576,0.03580695381421899,L15-0358E-1220N_1433_3310_13,2019_06,2019_07
EV_0000173,0,44,0.38219368466216214,0.2288888888888889,0.03666666666666667,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000174,0,49,0.5786325673162138,0.2326388888888889,0.034027777777777775,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000175,0,86,0.28081950308608467,0.21295029639762883,0.0392156862745098,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000176,0,40,0.29206651931288286,0.26995565410199557,0.03048780487804878,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000177,0,37,0.05933634317104641,0.26187419768934533,0.09114249037227215,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000178,0,37,0.05933634317104639,0.26091888825865,0.08167895632444697,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000179,0,36,0.11663814802570012,0.24565217391304348,0.045108695652173916,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000180,0,64,0.2387821562156113,0.23499142367066894,0.032590051457975985,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000181,0,39,0.2434889413231967,0.26666666666666666,0.04772727272727273,L15-0358E-1220N_1433_3310_13,2019_07,2019_08
EV_0000182,0,59,0.5644457514365617,0.20550545799715236,0.02800189843379212,L15-0358E-1220N_1433_3310_13,2019_08,2019_09
EV_0000183,0,34,0.17894165215510366,0.176875,0.0375,L15-0358E-1220N_1433_3310_13,2019_08,2019_09
EV_0000184,0,40,0.254408290194516,0.20930232558139536,0.043530113297555156,L15-0358E-1220N_1433_3310_13,2019_09,2019_10
EV_0000185,0,40,0.254408290194516,0.22045454545454546,0.04147727272727273,L15-0358E-1220N_1433_3310_13,2019_09,2019_10
EV_0000186,0,57,0.21314231917282855,0.22884160756501182,0.044444444444444446,L15-0358E-1220N_1433_3310_13,2019_09,2019_10
EV_0000187,0,42,0.5492066235732348,0.27543129089827484,0.024985127900059488,L15-0358E-1220N_1433_3310_13,2019_09,2019_10
EV_0000188,0,69,0.20175738251619257,0.23666940114848237,0.044298605414273995,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000189,0,51,0.876819376133858,0.244824016563147,0.026397515527950312,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000190,0,36,0.10045738557004612,0.2255952380952381,0.0630952380952381,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000191,0,36,0.1339866134965251,0.23452380952380952,0.05119047619047619,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000192,0,36,0.20386788343825385,0.25535714285714284,0.05119047619047619,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000193,0,36,0.15219054831541454,0.25435540069686413,0.05807200929152149,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000194,0,58,0.17396205408127405,0.25555555555555554,0.050222222222222224,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000195,0,64,0.1291937164797964,0.21650717703349281,0.04704944178628389,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000196,0,48,0.11055691573747933,0.22393162393162394,0.05868945868945869,L15-0358E-1220N_1433_3310_13,2019_10,2019_11
EV_0000197,0,42,0.21671959201752164,0.20943796394485684,0.03923647932131495,L15-0358E-1220N_1433_3310_13,2019_11,2019_12
EV_0000198,0,40,0.5558686161727395,0.17120237506185057,0.01979218208807521,L15-0358E-1220N_1433_3310_13,2019_11,2019_12
EV_0000199,0,30,1.1635528310716738,0.1728307254623044,0.021337126600284494,L15-0361E-1300N_1446_2989_13,2018_05,2018_06
EV_0000200,0,30,0.32611688417357976,0.17140825035561877,0.03911806543385491,L15-0361E-1300N_1446_2989_13,2018_07,2018_08
EV_0000201,0,32,0.3478580097851518,0.17671517671517672,0.036036036036036036,L15-0361E-1300N_1446_2989_13,2018_08,2018_09
EV_0000202,0,30,0.4188790200132179,0.20625889046941678,0.032005689900426744,L15-0361E-1300N_1446_2989_13,2018_10,2018_11
EV_0000203,0,39,0.7249829189867231,0.1762820512820513,0.025,L15-0361E-1300N_1446_2989_13,2018_10,2018_11
EV_0000204,0,36,0.9346887214509122,0.16756756756756758,0.024324324324324326,L15-0361E-1300N_1446_2989_13,2018_11,2018_12
EV_0000205,0,68,0.59176814486472,0.1961451247165533,0.03854875283446712,L15-0361E-1300N_1446_2989_13,2018_12,2019_01
EV_0000206,0,45,0.9817477025423873,0.21753460777851022,0.02966381015161503,L15-0361E-1300N_1446_2989_13,2018_12,2019_01
EV_0000207,0,30,1.1635528310716738,0.15057915057915058,0.02895752895752896,L15-0361E-1300N_1446_2989_13,2018_12,2019_01
